MS SubClass,Neighborhood,House Style,Overall Qual,Exterior 1st,Exterior 2nd,Mas Vnr Area,BsmtFin Type 1,Kitchen Qual,Fireplaces,Garage Cars,Garage Area,Misc Val,SalePrice,liveable_sf,bath_total,effective_age
20,CollgCr,1Story,9,VinylSd,VinylSd,215.0,GLQ,Gd,1.0,3.0,702.0,0,285000,2409.3,3.0,5.0
60,CollgCr,2Story,8,VinylSd,VinylSd,438.0,GLQ,Gd,1.0,2.0,556.0,0,240000,2845.3,3.5,11.458000000000002
120,CollgCr,1Story,6,VinylSd,VinylSd,170.0,GLQ,Gd,0.0,2.0,420.0,0,131500,1309.3,2.0,4.0
20,CollgCr,1Story,8,VinylSd,VinylSd,158.0,GLQ,Gd,1.0,2.0,482.0,0,246900,1981.5,2.5,7.458
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,434.0,0,219500,1928.0,2.5,3.458
20,CollgCr,1Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,531.0,0,185000,1826.3,3.0,4.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,552.0,0,179400,1476.0,2.5,0.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,639.0,0,213500,1797.0,2.5,1.0
20,CollgCr,1Story,7,VinylSd,VinylSd,106.0,Unf,Gd,0.0,2.0,626.0,0,179600,1422.0,2.0,3.0
20,CollgCr,1Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,578.0,0,173500,1686.3,3.0,2.0
20,CollgCr,1Story,6,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,437.0,0,167840,1330.0,2.0,0.458
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,484.0,0,168675,1491.0,2.5,1.0
60,CollgCr,2Story,5,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,400.0,0,167000,1536.0,2.5,2.0
20,Edwards,1Story,5,MetalSd,MetalSd,0.0,ALQ,TA,0.0,2.0,461.0,400,140000,1769.8,2.0,42.0
85,Edwards,SFoyer,5,HdBoard,HdBoard,162.0,ALQ,TA,1.0,1.0,384.0,450,118500,1591.1999999999998,2.0,40.0
20,Edwards,1Story,4,VinylSd,VinylSd,20.0,BLQ,TA,0.0,2.0,520.0,0,110000,1769.1,1.0,44.0
20,Edwards,1Story,4,HdBoard,HdBoard,48.0,Rec,TA,0.0,1.0,432.0,0,94750,1324.0,2.0,42.0
50,Edwards,1.5Fin,5,VinylSd,VinylSd,0.0,ALQ,TA,1.0,2.0,576.0,0,122000,1515.5,2.0,68.45
20,Edwards,1Story,6,HdBoard,HdBoard,198.0,Unf,TA,0.0,2.0,622.0,0,110000,1179.0,1.0,47.0
90,Edwards,SFoyer,6,HdBoard,HdBoard,104.0,GLQ,TA,0.0,0.0,0.0,0,118500,1387.1999999999998,2.0,17.0
80,Edwards,SLvl,6,HdBoard,Plywood,0.0,GLQ,TA,1.0,2.0,528.0,0,133500,1396.8,2.0,31.0
20,Edwards,1Story,6,HdBoard,HdBoard,174.0,BLQ,TA,1.0,1.0,504.0,0,148000,1638.6999999999998,2.5,31.0
90,Edwards,2Story,5,Plywood,Plywood,0.0,None,TA,0.0,2.0,579.0,0,141000,2233.0,2.5,28.0
20,Edwards,1Story,5,VinylSd,VinylSd,0.0,Unf,TA,0.0,2.0,430.0,0,155000,1125.0,1.5,0.458
20,Edwards,1Story,5,VinylSd,VinylSd,0.0,ALQ,TA,0.0,2.0,450.0,0,157000,1776.0,2.5,1.4580000000000002
60,Edwards,2Story,5,VinylSd,VinylSd,0.0,GLQ,TA,0.0,2.0,489.0,0,171500,1835.7,3.5,1.4580000000000002
180,Edwards,SFoyer,6,VinylSd,VinylSd,76.0,GLQ,Gd,0.0,2.0,525.0,0,140000,1398.9,2.0,2.0
20,Edwards,1Story,5,WdShing,Wd Shng,0.0,Rec,Fa,0.0,1.0,392.0,0,131750,1595.6,2.0,25.778000000000002
90,Edwards,1Story,4,AsbShng,Plywood,128.0,None,Fa,0.0,0.0,0.0,0,61500,1152.0,2.0,52.0
20,Edwards,1Story,4,Wd Sdng,Wd Sdng,132.0,ALQ,TA,0.0,1.0,248.0,0,111000,1292.4,1.0,53.0
90,Edwards,1Story,5,Plywood,Plywood,0.0,Unf,TA,0.0,0.0,0.0,0,98500,1195.0,2.0,58.83200000000001
30,Edwards,1Story,3,MetalSd,MetalSd,0.0,Rec,Gd,0.0,0.0,0.0,0,79000,1154.8,1.0,35.35
40,Edwards,1.5Fin,6,Wd Sdng,Wd Sdng,0.0,LwQ,TA,1.0,1.0,216.0,0,108500,1160.4,2.0,46.35
20,Edwards,1Story,4,MetalSd,MetalSd,0.0,LwQ,TA,0.0,2.0,400.0,0,110000,1280.4,1.0,53.0
50,Edwards,2Story,4,MetalSd,HdBoard,0.0,Unf,TA,0.0,1.0,384.0,0,112000,1346.0,1.5,48.22
20,Edwards,1Story,4,MetalSd,MetalSd,0.0,BLQ,TA,1.0,1.0,355.0,0,125000,1148.8,1.0,52.0
20,Edwards,1Story,4,WdShing,Plywood,0.0,ALQ,TA,0.0,2.0,528.0,0,79275,1341.4,2.0,52.0
20,Edwards,1Story,4,Wd Sdng,Wd Sdng,0.0,Rec,TA,1.0,1.0,280.0,0,119000,1460.4,2.0,53.0
190,SWISU,2.5Fin,6,VinylSd,VinylSd,0.0,LwQ,Fa,0.0,0.0,0.0,0,200000,3059.2,2.0,49.098
90,SWISU,2Story,5,Wd Sdng,Plywood,0.0,Rec,TA,0.0,0.0,0.0,1512,150000,2851.7,3.5,69.366
70,Crawfor,2Story,6,Wd Sdng,Wd Sdng,0.0,Unf,Gd,2.0,1.0,180.0,0,165000,1502.0,1.5,44.434000000000005
45,Crawfor,1.5Unf,5,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,1.0,200.0,0,96500,789.0,1.0,67.992
30,Crawfor,1Story,5,Stucco,Plywood,0.0,BLQ,TA,0.0,1.0,352.0,0,136500,1645.3,1.0,67.992
50,Crawfor,1.5Fin,6,Wd Sdng,Wd Sdng,0.0,BLQ,TA,1.0,1.0,240.0,0,146500,1377.1,2.0,40.472
50,SWISU,1.5Fin,5,Wd Sdng,Wd Sdng,252.0,ALQ,Gd,2.0,1.0,240.0,0,175000,2166.3,2.5,62.95400000000001
70,Crawfor,2Story,7,Wd Sdng,Wd Sdng,0.0,GLQ,TA,1.0,1.0,216.0,0,148500,1270.2,2.0,41.769999999999996
70,Crawfor,2Story,6,VinylSd,VinylSd,0.0,Unf,TA,1.0,1.0,228.0,0,141500,1436.0,1.0,70.282
50,Crawfor,1.5Fin,7,Wd Sdng,Wd Sdng,0.0,Unf,Gd,1.0,1.0,216.0,0,189950,1426.0,1.5,45.64
70,Crawfor,2Story,6,Wd Sdng,Wd Sdng,0.0,Unf,TA,1.0,1.0,225.0,0,135000,1461.0,1.0,45.769999999999996
75,Crawfor,2.5Unf,7,MetalSd,MetalSd,0.0,Rec,TA,2.0,1.0,240.0,0,164000,1900.8,2.0,61.122
30,Crawfor,1Story,5,WdShing,Stucco,0.0,LwQ,Gd,1.0,1.0,352.0,0,90350,949.5,1.0,45.762
50,Crawfor,1.5Fin,5,Wd Sdng,Wd Shng,0.0,Unf,TA,1.0,2.0,552.0,0,139000,1250.0,2.0,46.594
30,Crawfor,1Story,5,MetalSd,MetalSd,0.0,Unf,Fa,1.0,1.0,240.0,0,119750,954.0,1.0,62.496
90,Crawfor,2Story,6,MetalSd,MetalSd,423.0,Rec,TA,0.0,2.0,492.0,0,145000,2296.8,2.0,58.83200000000001
90,Crawfor,2Story,5,MetalSd,MetalSd,0.0,BLQ,TA,0.0,3.0,871.0,0,145000,2200.8,2.0,57.458
70,Crawfor,2.5Unf,7,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,264.0,0,238000,1718.0,2.5,44.77
20,Crawfor,1Story,5,Wd Sdng,Wd Sdng,0.0,None,TA,1.0,2.0,400.0,0,153500,1226.0,1.5,56.0
70,Crawfor,2Story,6,Wd Sdng,Stucco,0.0,BLQ,TA,1.0,3.0,864.0,0,239000,3413.6,3.5,71.656
70,Crawfor,2Story,8,BrkFace,Wd Sdng,0.0,BLQ,TA,2.0,2.0,380.0,0,359100,3493.6,2.5,38.312000000000005
50,Crawfor,1.5Fin,4,AsbShng,CmentBd,0.0,GLQ,Gd,1.0,1.0,231.0,0,188000,1887.3,2.0,37.434
50,Crawfor,1.5Fin,6,MetalSd,MetalSd,480.0,Rec,TA,1.0,2.0,432.0,0,220000,2588.8,1.5,65.244
190,Crawfor,1.5Fin,5,VinylSd,VinylSd,0.0,LwQ,TA,0.0,2.0,528.0,0,140000,1728.1,2.0,61.122
70,Crawfor,2Story,8,BrkFace,BrkFace,0.0,Rec,Gd,2.0,2.0,440.0,0,315000,2934.9,2.5,41.396
70,Crawfor,2Story,6,Wd Sdng,Wd Sdng,0.0,ALQ,Gd,1.0,1.0,180.0,0,259500,2966.8,3.5,31.106
20,Crawfor,1Story,6,CemntBd,CmentBd,106.0,GLQ,Gd,2.0,2.0,416.0,0,257500,2669.2,3.0,24.526000000000003
70,Crawfor,2Story,7,Wd Sdng,Wd Sdng,0.0,BLQ,TA,2.0,1.0,240.0,0,219500,2027.0,1.5,43.152
20,Crawfor,1Story,6,Wd Sdng,Wd Sdng,184.0,ALQ,Gd,2.0,2.0,450.0,0,217000,2891.8,3.0,54.0
20,Crawfor,1Story,6,Wd Sdng,MetalSd,423.0,LwQ,TA,2.0,2.0,580.0,0,201000,2652.0,1.5,47.0
20,Crawfor,1Story,6,HdBoard,BrkFace,0.0,BLQ,TA,2.0,2.0,552.0,0,215000,2057.1,2.5,39.0
160,Blueste,2Story,6,MetalSd,MetalSd,0.0,GLQ,TA,1.0,2.0,462.0,0,123900,1276.0,1.0,27.0
20,Crawfor,1Story,4,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,628.0,0,170000,1680.0,2.0,11.458000000000002
120,Blueste,1Story,8,HdBoard,HdBoard,0.0,GLQ,TA,0.0,2.0,509.0,0,200000,1423.9,2.0,19.0
20,Crawfor,1Story,7,Plywood,Plywood,652.0,Rec,TA,2.0,2.0,625.0,0,198000,1999.8,2.0,36.0
20,Crawfor,1Story,6,Wd Sdng,Stone,0.0,Rec,TA,2.0,2.0,484.0,0,200624,3368.3,3.5,40.244
20,Crawfor,1Story,8,WdShing,Plywood,0.0,Unf,Gd,1.0,2.0,691.0,0,315000,2726.0,2.5,21.0
50,IDOTRR,1.5Fin,5,CemntBd,CmentBd,0.0,Unf,Fa,0.0,0.0,0.0,0,115000,1517.0,2.0,41.388000000000005
50,IDOTRR,1.5Fin,6,Wd Sdng,Wd Sdng,0.0,ALQ,Gd,0.0,2.0,720.0,0,141000,1477.5,1.0,61.58
45,IDOTRR,1.5Unf,5,MetalSd,MetalSd,0.0,BLQ,TA,0.0,2.0,360.0,0,87000,884.2,1.0,61.122
50,IDOTRR,1.5Fin,5,VinylSd,VinylSd,0.0,Unf,TA,0.0,0.0,0.0,0,129850,1601.0,2.0,39.724000000000004
50,IDOTRR,1.5Fin,4,AsbShng,AsbShng,0.0,Unf,TA,0.0,1.0,264.0,0,100000,1123.0,1.0,62.038000000000004
70,IDOTRR,2Story,5,Wd Sdng,Plywood,0.0,ALQ,Gd,0.0,2.0,0.0,0,150909,2211.6,2.0,42.808
30,IDOTRR,1Story,5,Stucco,Stucco,0.0,Unf,TA,0.0,1.0,100.0,0,75200,816.0,1.0,69.824
30,IDOTRR,1Story,6,BrkFace,BrkFace,0.0,Unf,TA,1.0,1.0,308.0,0,118400,1012.0,1.0,70.74000000000001
30,IDOTRR,1Story,5,MetalSd,MetalSd,0.0,Unf,TA,0.0,1.0,338.0,0,67000,1077.0,1.0,70.74000000000001
50,IDOTRR,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,BLQ,TA,0.0,1.0,282.0,0,152000,1852.0,1.5,57.0
50,IDOTRR,1.5Fin,2,MetalSd,MetalSd,0.0,None,TA,0.0,1.0,256.0,0,68104,640.0,1.0,62.038000000000004
190,IDOTRR,2Story,5,VinylSd,VinylSd,0.0,Unf,TA,0.0,0.0,0.0,0,119600,1991.0,2.0,51.838
20,IDOTRR,1Story,4,MetalSd,MetalSd,0.0,GLQ,TA,0.0,2.0,720.0,0,140000,1749.9,2.0,37.534000000000006
30,IDOTRR,1Story,5,MetalSd,MetalSd,0.0,ALQ,Gd,0.0,1.0,216.0,0,124900,1516.9,1.0,35.266
120,Crawfor,1Story,8,CemntBd,CmentBd,473.0,GLQ,Gd,1.0,2.0,495.0,0,375000,2726.1,3.5,0.458
120,Crawfor,1Story,8,VinylSd,VinylSd,481.0,GLQ,Gd,1.0,2.0,538.0,0,235000,2726.1,3.5,0.458
85,Mitchel,SFoyer,6,HdBoard,Wd Shng,0.0,GLQ,Gd,1.0,2.0,486.0,0,183500,1999.6999999999998,3.0,28.0
85,Mitchel,SFoyer,6,VinylSd,VinylSd,0.0,GLQ,TA,1.0,2.0,470.0,0,156000,1453.1,2.0,29.0
20,Mitchel,1Story,6,VinylSd,VinylSd,0.0,ALQ,TA,0.0,2.0,484.0,0,134000,1315.2,1.5,24.0
20,Mitchel,1Story,5,VinylSd,VinylSd,166.0,GLQ,Gd,1.0,3.0,650.0,0,215000,1801.5,2.0,5.0
20,Mitchel,1Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,1.0,2.0,576.0,0,245000,2383.4,2.5,5.0
20,Mitchel,1Story,7,HdBoard,HdBoard,0.0,GLQ,TA,1.0,2.0,506.0,0,210000,2345.3,3.0,15.458000000000002
80,Mitchel,SLvl,7,Plywood,Plywood,50.0,Rec,TA,0.0,1.0,360.0,0,148000,1445.8,1.5,32.0
85,Mitchel,SFoyer,6,Plywood,Plywood,0.0,ALQ,TA,1.0,2.0,528.0,0,143000,1672.8,2.0,33.0
120,Timber,1Story,7,VinylSd,VinylSd,352.0,GLQ,Gd,2.0,2.0,512.0,0,244000,2165.3,3.0,20.0
120,GrnHill,1Story,7,Wd Sdng,Wd Sdng,239.0,GLQ,Gd,1.0,1.0,286.0,0,330000,2323.8,2.5,9.0
20,Timber,1Story,5,VinylSd,VinylSd,0.0,BLQ,TA,2.0,1.0,308.0,0,170000,2004.9,2.0,48.0
20,Timber,1Story,6,HdBoard,HdBoard,1224.0,Unf,Gd,1.0,2.0,461.0,0,257000,2279.0,2.5,28.946
20,Timber,1Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,433.0,0,231713,1689.0,2.0,0.458
20,Timber,1Story,8,VinylSd,VinylSd,0.0,GLQ,Ex,1.0,2.0,502.0,0,267300,1972.1,2.0,0.458
20,Timber,1Story,8,VinylSd,VinylSd,32.0,GLQ,Ex,1.0,2.0,472.0,0,265900,1783.6,2.0,1.0
20,Timber,1Story,8,VinylSd,VinylSd,80.0,Unf,Gd,1.0,3.0,722.0,0,239000,1571.0,2.0,0.0
20,Timber,1Story,8,VinylSd,VinylSd,274.0,Unf,Gd,1.0,3.0,870.0,0,248900,1646.0,2.0,0.458
20,Timber,1Story,7,Plywood,Plywood,0.0,ALQ,Gd,0.0,2.0,528.0,0,174000,1446.5,2.5,22.0
50,Timber,1.5Fin,7,HdBoard,HdBoard,117.0,LwQ,Gd,1.0,2.0,400.0,0,187500,2348.4,2.5,16.458000000000002
60,Timber,2Story,6,VinylSd,VinylSd,42.0,ALQ,TA,0.0,2.0,422.0,0,204000,2275.4,3.5,10.458
20,Timber,1Story,8,VinylSd,VinylSd,86.0,GLQ,Gd,0.0,2.0,471.0,0,180500,1487.0,2.0,6.0
80,Timber,SLvl,7,VinylSd,VinylSd,442.0,GLQ,Gd,1.0,2.0,438.0,0,187500,1696.1999999999998,3.0,4.0
20,Timber,1Story,8,VinylSd,VinylSd,886.0,GLQ,Gd,1.0,3.0,692.0,0,282000,2852.3,3.0,5.0
20,Timber,1Story,6,VinylSd,VinylSd,203.0,Unf,TA,1.0,2.0,571.0,0,178000,1491.0,2.0,11.0
20,Timber,1Story,8,VinylSd,VinylSd,236.0,GLQ,Gd,1.0,3.0,808.0,0,270000,2539.0,3.0,4.458
60,Timber,2Story,7,VinylSd,VinylSd,94.0,GLQ,Gd,1.0,2.0,452.0,0,279900,3022.2,3.5,3.458
20,Timber,1Story,5,MetalSd,MetalSd,226.0,Rec,TA,2.0,3.0,995.0,0,186700,2383.3,2.5,44.0
20,Timber,1Story,8,VinylSd,VinylSd,100.0,GLQ,Gd,1.0,3.0,712.0,0,283463,1832.0,3.0,0.458
20,Timber,1Story,10,MetalSd,MetalSd,242.0,Unf,Ex,1.0,3.0,932.0,0,392000,1824.0,2.0,0.458
60,Timber,2Story,8,VinylSd,VinylSd,245.0,Unf,Gd,1.0,3.0,642.0,0,281213,2482.0,2.5,1.4580000000000002
20,Mitchel,1Story,5,VinylSd,VinylSd,0.0,ALQ,TA,0.0,0.0,0.0,0,147000,1264.2,1.0,0.0
20,Mitchel,1Story,3,MetalSd,MetalSd,0.0,None,TA,0.0,4.0,1041.0,0,130000,2034.0,1.0,54.0
120,Mitchel,SFoyer,6,VinylSd,VinylSd,134.0,Rec,TA,0.0,2.0,460.0,0,140000,1580.0,2.5,10.458
20,Mitchel,1Story,4,HdBoard,Plywood,0.0,ALQ,TA,0.0,2.0,648.0,0,132250,1483.1,2.0,44.0
90,Mitchel,1Story,5,HdBoard,Plywood,0.0,Unf,TA,0.0,2.0,576.0,0,143000,1632.0,2.0,40.0
190,Mitchel,1Story,4,MetalSd,MetalSd,149.0,BLQ,TA,1.0,4.0,1356.0,0,168000,2433.3,2.0,38.412000000000006
120,MeadowV,1Story,5,CemntBd,CmentBd,0.0,GLQ,TA,1.0,2.0,572.0,0,129900,1648.0,2.0,31.0
120,MeadowV,1Story,5,CemntBd,CmentBd,0.0,ALQ,TA,1.0,2.0,528.0,0,134000,1753.8,2.5,31.0
160,MeadowV,2Story,4,CemntBd,CmentBd,0.0,BLQ,TA,0.0,1.0,253.0,0,85500,1268.4,1.5,35.0
180,MeadowV,SLvl,4,CemntBd,CmentBd,0.0,GLQ,TA,0.0,1.0,297.0,0,106500,1344.1,2.0,37.0
160,MeadowV,2Story,4,CemntBd,CmentBd,189.0,ALQ,TA,0.0,0.0,0.0,0,93900,1360.8,1.5,37.0
160,MeadowV,2Story,4,CemntBd,CmentBd,80.0,Unf,TA,0.0,1.0,286.0,0,75000,1092.0,1.5,37.0
180,MeadowV,SFoyer,4,CemntBd,CmentBd,0.0,BLQ,TA,0.0,0.0,0.0,0,84500,1071.0,2.0,37.0
160,MeadowV,2Story,4,CemntBd,CmentBd,0.0,Unf,TA,0.0,1.0,286.0,0,75190,1092.0,1.5,31.0
80,Mitchel,SLvl,6,HdBoard,HdBoard,0.0,ALQ,TA,2.0,2.0,539.0,0,146800,1439.3,2.0,31.0
85,Mitchel,SFoyer,5,Plywood,Plywood,144.0,GLQ,Gd,1.0,2.0,678.0,0,153500,1654.1,2.0,30.0
80,Mitchel,SLvl,6,HdBoard,Plywood,0.0,GLQ,TA,1.0,2.0,528.0,0,188000,2159.6,3.5,30.0
20,Mitchel,1Story,5,Plywood,Plywood,0.0,ALQ,Gd,2.0,2.0,672.0,0,196000,2454.4,2.5,20.786
60,Mitchel,2Story,5,Plywood,Plywood,0.0,Rec,TA,1.0,2.0,531.0,0,157000,1803.7,2.5,30.0
85,Mitchel,SFoyer,5,Wd Sdng,HdBoard,0.0,GLQ,TA,0.0,0.0,0.0,0,138000,1353.1999999999998,1.5,36.0
85,Mitchel,SFoyer,5,VinylSd,VinylSd,0.0,ALQ,TA,0.0,2.0,624.0,0,129500,1201.3,2.0,37.0
20,Mitchel,1Story,4,Plywood,Plywood,198.0,BLQ,TA,0.0,1.0,444.0,0,80000,2175.7,1.0,46.0
20,Mitchel,1Story,4,HdBoard,Plywood,0.0,ALQ,TA,0.0,2.0,360.0,0,129500,1240.5,2.0,11.992
20,Mitchel,1Story,5,Plywood,Plywood,0.0,LwQ,TA,0.0,2.0,502.0,0,135000,1941.0,2.5,16.366
20,Mitchel,1Story,5,HdBoard,ImStucc,0.0,ALQ,TA,0.0,1.0,264.0,0,124500,1198.2,1.0,25.0
20,Mitchel,1Story,5,HdBoard,HdBoard,0.0,ALQ,TA,0.0,1.0,264.0,0,139000,1233.2,2.0,24.0
20,Mitchel,1Story,5,HdBoard,HdBoard,0.0,BLQ,TA,0.0,0.0,0.0,0,93500,1122.4,1.0,15.458000000000002
20,Mitchel,1Story,5,Plywood,HdBoard,0.0,ALQ,TA,0.0,1.0,288.0,0,124500,1248.2,1.5,23.0
20,NAmes,1Story,6,Wd Sdng,Wd Sdng,28.0,BLQ,TA,0.0,2.0,452.0,0,149900,1997.9,3.0,52.0
20,NAmes,1Story,6,VinylSd,VinylSd,244.0,Rec,Gd,2.0,1.0,313.0,0,157500,1565.1,2.0,50.0
20,NAmes,1Story,5,Wd Sdng,Wd Sdng,302.0,Rec,TA,1.0,3.0,963.0,0,169000,2585.9,1.5,49.0
20,NAmes,1Story,6,Wd Sdng,Wd Sdng,902.0,ALQ,Ex,2.0,2.0,550.0,0,252000,2167.0,2.5,49.0
20,NAmes,1Story,7,HdBoard,HdBoard,434.0,Unf,TA,1.0,2.0,506.0,0,192100,1851.0,2.0,37.0
60,Gilbert,2Story,6,VinylSd,VinylSd,0.0,GLQ,TA,1.0,2.0,400.0,0,183500,2015.0,3.5,8.458
60,Gilbert,2Story,7,HdBoard,HdBoard,285.0,Unf,Gd,1.0,2.0,642.0,0,222000,2236.0,2.5,9.0
60,Gilbert,2Story,6,HdBoard,HdBoard,0.0,Unf,TA,1.0,2.0,423.0,0,170000,1671.0,2.5,11.0
60,Gilbert,2Story,6,HdBoard,HdBoard,0.0,ALQ,TA,1.0,2.0,409.0,0,187500,1912.4,2.5,10.458
60,Gilbert,2Story,6,HdBoard,HdBoard,0.0,Unf,TA,1.0,2.0,443.0,0,202000,1776.0,2.5,10.0
60,Gilbert,2Story,6,VinylSd,VinylSd,0.0,GLQ,TA,1.0,2.0,413.0,0,185000,2010.8,3.5,9.0
60,Gilbert,2Story,7,VinylSd,VinylSd,456.0,GLQ,Gd,1.0,2.0,576.0,0,320000,2501.9,3.5,0.458
20,Gilbert,1Story,7,VinylSd,VinylSd,27.0,Unf,Gd,1.0,3.0,690.0,0,240000,1670.0,2.0,0.0
60,Gilbert,2Story,8,VinylSd,VinylSd,216.0,Unf,Gd,1.0,2.0,527.0,0,250000,2064.0,2.5,1.0
60,Gilbert,2Story,8,VinylSd,VinylSd,0.0,Unf,Gd,1.0,3.0,800.0,0,239900,1801.0,2.5,1.0
60,Gilbert,2Story,7,VinylSd,VinylSd,248.0,GLQ,Gd,1.0,3.0,773.0,0,309000,2254.0,3.5,0.458
60,Gilbert,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,422.0,0,274725,2021.0,2.5,0.0
160,StoneBr,2Story,8,CemntBd,CmentBd,0.0,Unf,Gd,0.0,2.0,618.0,0,270000,2687.0,2.5,12.0
20,Gilbert,1Story,6,HdBoard,HdBoard,112.0,GLQ,TA,1.0,2.0,402.0,0,183500,1662.5,2.5,12.458000000000002
60,Gilbert,2Story,6,HdBoard,HdBoard,112.0,ALQ,Gd,1.0,2.0,420.0,0,165600,1863.6,2.5,12.458000000000002
60,Gilbert,2Story,7,VinylSd,VinylSd,0.0,Unf,TA,1.0,2.0,462.0,0,176500,1632.0,2.5,8.0
120,StoneBr,1Story,8,HdBoard,HdBoard,0.0,Unf,TA,0.0,2.0,461.0,0,130000,1204.0,2.0,19.0
160,StoneBr,2Story,7,HdBoard,HdBoard,0.0,GLQ,Gd,1.0,2.0,504.0,0,239000,2264.0,3.0,19.0
120,StoneBr,1Story,8,HdBoard,HdBoard,0.0,GLQ,Gd,1.0,2.0,564.0,0,275000,2545.6,3.0,21.0
60,StoneBr,2Story,9,VinylSd,VinylSd,600.0,GLQ,Ex,1.0,3.0,670.0,0,457347,3650.6,3.5,0.458
60,StoneBr,2Story,10,CemntBd,CmentBd,662.0,Unf,Ex,1.0,3.0,758.0,0,545224,3390.0,3.5,0.0
60,StoneBr,2Story,9,VinylSd,VinylSd,184.0,GLQ,Gd,1.0,3.0,675.0,0,356383,2616.5,2.5,0.0
60,StoneBr,2Story,9,CemntBd,CmentBd,208.0,GLQ,Ex,1.0,3.0,716.0,0,556581,3036.0,3.5,0.458
60,StoneBr,2Story,8,VinylSd,VinylSd,466.0,Unf,Ex,1.0,3.0,666.0,0,361919,2576.0,2.5,0.0
60,StoneBr,2Story,10,VinylSd,VinylSd,734.0,GLQ,Ex,1.0,3.0,736.0,0,535000,3542.2,3.5,0.0
60,StoneBr,2Story,9,VinylSd,VinylSd,550.0,Unf,Ex,1.0,3.0,660.0,0,401179,2795.0,3.5,0.458
60,StoneBr,2Story,10,VinylSd,VinylSd,1031.0,Unf,Gd,1.0,3.0,641.0,0,438780,2945.0,3.5,0.0
60,Gilbert,2Story,5,Plywood,Plywood,0.0,None,TA,1.0,2.0,672.0,0,169000,2267.0,2.0,56.916000000000004
190,Gilbert,1Story,5,Wd Sdng,Wd Sdng,0.0,Rec,TA,0.0,2.0,572.0,0,145000,1795.1999999999998,2.0,51.0
120,StoneBr,1Story,9,MetalSd,MetalSd,230.0,GLQ,Gd,1.0,2.0,517.0,0,318000,2547.7,3.0,1.0
20,StoneBr,1Story,8,VinylSd,Other,238.0,GLQ,Gd,1.0,3.0,758.0,0,319000,2821.4,3.0,0.458
20,StoneBr,1Story,9,VinylSd,VinylSd,420.0,GLQ,Ex,2.0,3.0,722.0,0,470000,2991.2,3.5,1.0
20,NWAmes,1Story,7,Wd Sdng,Wd Sdng,0.0,ALQ,Gd,0.0,2.0,440.0,400,202500,1770.1,3.0,14.412
50,NWAmes,1.5Fin,7,HdBoard,HdBoard,178.0,GLQ,Gd,0.0,3.0,786.0,0,229000,3025.8,2.5,18.0
60,NWAmes,2Story,7,Plywood,Plywood,34.0,ALQ,Gd,1.0,2.0,539.0,0,235000,2819.5,3.5,19.786
60,NWAmes,2Story,6,HdBoard,HdBoard,120.0,GLQ,TA,1.0,2.0,566.0,0,190000,2072.4,3.5,30.0
85,NWAmes,SFoyer,6,HdBoard,HdBoard,130.0,GLQ,TA,1.0,2.0,582.0,0,169000,1697.0,2.0,26.0
20,NWAmes,1Story,7,Wd Sdng,Wd Sdng,102.0,GLQ,TA,1.0,2.0,604.0,0,241500,2522.3,2.5,18.0
60,NWAmes,2Story,7,Plywood,Plywood,68.0,Unf,TA,1.0,2.0,482.0,0,188900,1857.0,2.5,28.0
20,NWAmes,1Story,6,Plywood,Plywood,157.0,BLQ,TA,1.0,2.0,612.0,0,207500,2866.2,3.0,26.0
60,NWAmes,2Story,7,Plywood,Plywood,184.0,BLQ,Gd,2.0,2.0,564.0,2000,250000,3665.3,3.5,28.0
60,NWAmes,2Story,6,VinylSd,VinylSd,0.0,ALQ,TA,1.0,2.0,434.0,0,179900,1937.0,3.5,31.0
85,NWAmes,SFoyer,7,VinylSd,Wd Shng,252.0,GLQ,TA,1.0,2.0,596.0,0,172000,1786.5,2.0,30.0
60,Somerst,2Story,7,VinylSd,VinylSd,0.0,ALQ,Gd,1.0,2.0,541.0,0,294323,2869.6,3.5,0.458
80,NWAmes,SLvl,6,Plywood,Plywood,248.0,ALQ,Gd,1.0,2.0,485.0,0,184500,2258.6,3.0,17.45
20,NWAmes,1Story,5,HdBoard,HdBoard,0.0,ALQ,TA,0.0,2.0,495.0,0,153500,1625.6,2.5,31.0
